时间,代码,涨跌,成交额,均价,换手率,振幅,成交笔数,复权因子(后),内盘成交量,外盘成交量,金额流入率,流入资金,流出资金,净流入资金,小单流入资金,小单流出资金,中单流入资金,中单流出资金,大单流入资金,大单流出资金,超大单流入资金,超大单流出资金,小单金额流入率,中单金额流入率,大单金额流入率,超大单金额流入率,买盘成交量,卖盘成交量,净流入量,小单买盘成交量,小单卖盘成交量,中单买盘成交量,中单卖盘成交量,大单买盘成交量,大单卖盘成交量,超大单买盘成交量,超大单卖盘成交量,融资买入额,融资偿还额,融券余额,融券偿还量,融券余量,融资余额,融资融券余额,融券卖出量,融资余额/流通市值,融券余额/流通市值,总股本,流通A股（含锁定股）,总市值,市现率,市盈率,市销率,市净率,股息率
2015-08-03,600660.SH,0.45,294184768,13.3316,1.101694537,0.051996986,11200,53.22923218,11331061,10735730,17.75574832,165033829,112799122,52234707,44792393,74149205,84017221,106895116,54922431,68813888,110111398,43985234,-9.979038752,-7.776709568,-4.722017763,22.47776608,12336541,8455034,3881507,3378537,5561807,6325641,8023878,4120252,5161722,8216289,3293312,29382017,39200136,3971322.6,390400,289455,1328355742,1332327065,445900,0.04833729,0.000144512,2508617532,2002986332,34418232539,88.42738596,16.37451386,2.758338207,2.291232956,0.036443149
2015-08-04,600660.SH,0.22,314207824,13.7755,1.138755249,0.04154519,15216,53.22923218,10114401,12694711,7.174951188,137308493,114764235,22544258,70312317,87743141,105857017,110970452,85706149,85331430,51602344,29432805,-5.547546136,-1.62740537,0.119258329,7.055692859,9965740,8344034,1621706,5103507,6362145,7686385,8049453,6212315,6197148,3753425,2146886,35829743,42683225,3538738.7,35600,253855,1321502260,1325040999,,0.047328981,0.000126738,2508617532,2002986332,34970128396,89.8453178,16.63707895,2.80256812,2.327972843,0.035868006
2015-08-05,600660.SH,-0.56,301051648,13.5977,1.105347433,0.038737446,16422,53.22923218,14698895,7441063,-15.69790609,86640075,133898880,-47258805,101849226,68923842,111949360,97615939,79097204,93268803,7542871,40630077,10.93678916,4.761116936,-4.707364698,-10.9905414,6366593,9843473,-3476880,7495081,5069305,8234184,7183080,5810828,6857653,555765,2985820,51352492,24721116,2959053.9,35700,221155,1347898517,1350857571,5000,0.050294801,0.000110413,2508617532,2002986332,33565302578,86.23603674,15.96873145,2.689982887,2.234453131,0.037369208
2015-08-06,600660.SH,-0.2,141304576,13.2381,0.53290788,0.022421525,8541,53.22923218,5378021,5296051,-9.52560588,30094144,43554261,-13460117,55414504,43496084,54297845,52756149,26127695,32344779,3966449,11209482,8.434560534,1.091044638,-4.399775418,-5.125830461,2274737,3296353,-1021616,4186570,3281539,4100465,3983880,1974799,2446653,299938,849700,17973565,18940167,2864738.9,6100,217355,1346931915,1349796654,2300,0.051021385,0.000108515,2508617532,2002986332,33063579072,84.94700779,15.73003591,2.649773875,2.201053233,0.037936267
2015-08-07,600660.SH,0.17,252856539,13.3362,0.946592131,0.023520486,12955,53.22923218,9917029,9043082,-3.027369603,74704161,82359063,-7654902,78025069,65217601,99868196,105020761,58292807,72465964,16411354,9893099,5.065112435,-2.037742437,-5.605216719,2.577847117,5599317,6180736,-581419,5852159,4885121,7489035,7874654,4372603,5438820,1226714,741916,46836407,25292662,2923049.25,4600,218955,1368475660,1371398709,6200,0.051177354,0.000109314,2508617532,2002986332,33490044052,86.0426824,15.93292711,2.683951535,2.229443146,0.037453184
2015-08-10,600660.SH,0.42,456566320,13.6578,1.668956072,0.039700375,18362,53.22923218,14733482,18695480,1.690320915,200952932,193235496,7717436,94827214,100437573,159792188,161899265,143167507,139378198,57785425,53857298,-1.228815783,-0.461505132,0.829958066,0.860362849,14690539,14119700,570839,6954329,7364662,11709694,11870200,10486664,10194583,4203875,3925117,65772174,74464365,2943406.35,5200,213755,1359783469,1362726875,,0.049301239,0.000106718,2508617532,2002986332,34543663416,88.7496432,16.43418774,2.76839046,2.29958293,0.036310821
2015-08-11,600660.SH,0.04,449868192,13.8398,1.622849367,0.040668119,18003,53.22923218,15549197,16956254,2.55893175,203531293,192019473,11511820,96297914,109533724,149322792,147598802,140271520,120660845,63259773,71358628,-2.942152887,0.383221137,4.359204618,-1.800272867,14680861,13877497,803364,6970677,7914074,10801713,10661680,10139408,8727179,4541453,5150318,67409323,60984763,2983719.55,0,216055,1366208029,1369191749,2300,0.049390699,0.000107866,2508617532,2002986332,34644008117,89.00744899,16.48192685,2.776432262,2.30626291,0.036205648
2015-08-12,600660.SH,-0.29,245818382,13.6708,0.897720205,0.02679218,12280,53.22923218,10922137,7059076,-14.40667281,62554729,97968979,-35414250,83192325,57947206,97957417,87788286,57164802,76497452,5389927,21471527,10.26982555,4.13684726,-7.864607131,-6.542065678,4575281,7172456,-2597175,6086133,4235143,7165499,6419314,4180211,5596861,395070,1575595,42481536,42223718,2921063.6,0,216055,1366465847,1369386911,,0.050459635,0.000107866,2508617532,2002986332,33916509033,87.13835701,16.13581832,2.718129195,2.257833059,0.036982249
2015-08-13,600660.SH,0.12,292148144,13.5238,1.078517345,0.027366864,13286,53.22923218,12363823,9238732,-10.22230386,95332844,125197115,-29864271,76599637,73406066,119393040,92722339,80953397,82605113,14379447,42592002,1.093134105,9.129170097,-0.565369329,-9.656934531,7048313,9266534,-2218221,5664456,5425862,8828986,6849359,5986485,6107219,1061828,3159315,47480000,41330202,2946990.2,0,216055,1372615645,1375562635,,0.050240805,0.000107866,2508617532,2002986332,34217543136,87.91177438,16.27903564,2.742254602,2.277872997,0.036656891
2015-08-14,600660.SH,0.09,458975568,13.814,1.658789053,0.031524927,19669,53.22923218,15748809,17476509,2.615973886,178772450,166765769,12006681,120615031,112906179,158727681,178443214,134963170,132759384,43809280,34006385,1.679577855,-4.295551741,0.480153227,2.135820659,12929124,12078172,850952,8740255,8171562,11493090,12912735,9762211,9616541,3166913,2461631,83486467,76043119,2962316.15,300,215755,1380058993,1383021309,,0.050182134,0.000107717,2508617532,2002986332,34443318714,88.49183741,16.38644864,2.760348658,2.292902951,0.036416606
2015-08-17,600660.SH,0,293266608,13.6665,1.071339313,0.018936635,12948,53.22923218,11077486,10381294,-1.283975365,107916068,111681539,-3765471,71300807,69539814,112967509,110963030,90043179,92553918,17872889,19127621,0.600475114,0.683500591,-0.856128496,-0.427846869,7896667,8177461,-280794,5216027,5085029,8266686,8116890,6587432,6773396,1309235,1404065,51544114,48808961,2965062.15,800,215955,1383208021,1386173083,1000,0.05029664,0.000107817,2508617532,2002986332,34443318714,88.49183741,16.38644864,2.760348658,2.292902951,0.036416606
2015-08-18,600660.SH,-0.71,416615264,13.4622,1.545049335,0.069919883,17340,53.22923218,17496248,13450879,-4.655233899,161479571,180873986,-19394415,102191709,90912296,152361825,144246823,119786683,137400870,41692888,43473116,2.707393121,1.947840778,-4.227926464,-0.427307435,11983924,13444711,-1460787,7603067,6748770,11317736,10711246,8911961,10205630,3071963,3239081,79089877,68346285,3611162.1,800,277355,1393951613,1397562775,62200,0.053451356,0.000138471,2508617532,2002986332,32662200267,83.91578463,15.53907948,2.617606666,2.174333315,0.038402458
2015-08-19,600660.SH,0.74,407244224,13.1986,1.540450152,0.096774194,19022,53.22923218,14210379,16644627,0.359939543,154178010,152712177,1465833,106832049,107777716,143994507,144514673,107085979,115759439,47092031,36952738,-0.232211274,-0.12772827,-2.129793252,2.489732795,11613948,11577407,36541,8139232,8171233,10927126,10931666,8099268,8758385,3514680,2819022,72627114,92471405,3173812.8,55700,230655,1374107322,1377281135,9000,0.049856781,0.000115156,2508617532,2002986332,34518577240,88.68519175,16.42225297,2.766380009,2.297912936,0.036337209
2015-08-20,600660.SH,-0.15,613190032,13.9078,2.201201641,0.043604651,32005,53.22923218,21439913,22649855,-2.861680406,188832214,206379753,-17547539,184639096,163186260,227275916,231181214,159104305,169499077,29727909,36880676,3.498562416,-0.636882173,-1.695195854,-1.166484552,13555322,14837171,-1281849,13284841,11731132,16348605,16620465,11420607,12179858,2134715,2657313,80126151,85137754,3943565.55,7000,289755,1369095719,1373039285,66100,0.050222428,0.000144661,2508617532,2002986332,34142284611,87.71842004,16.24323131,2.736223251,2.272863013,0.036737693
2015-08-21,600660.SH,-0.81,375582048,13.0253,1.439590952,0.052167524,19535,53.22923218,16624319,12210491,-2.041630062,136002038,143670034,-7667996,114142952,99441177,122324171,129357949,107415554,112271640,28586484,31398394,3.914397687,-1.872767359,-1.292949444,-0.748680619,10443794,11050737,-606943,8767076,7629469,9390940,9921604,8244702,8626479,2199092,2424258,44330950,48867299,2903744,69500,226855,1364559370,1367463114,6600,0.053223629,0.000113258,2508617532,2002986332,32110304410,82.49785279,15.27651439,2.573376753,2.137593428,0.0390625
2015-08-24,600660.SH,-1.28,536573440,11.6787,2.293810061,0.07109375,21510,53.22923218,22498576,23446126,-1.454069176,289990665,297792814,-7802149,118596735,97643731,124694576,137845431,189597269,177956035,100393396,119836779,3.904964808,-2.450895631,2.169550919,-3.623620096,24951912,25602952,-651040,10094933,8314937,10633057,11762013,16260850,15265387,8691062,10337565,52658986,123147336,2804601.6,29900,243455,1294517184,1297321786,46500,0.056101872,0.000121546,2508617532,2002986332,28899273969,74.24806751,13.74886295,2.316039078,1.923834086,0.043402778
2015-08-25,600660.SH,-0.82,452102240,11.1552,2.023396583,0.107638889,23088,53.22923218,22132937,18395420,-1.247247968,137986699,143625535,-5638836,123996958,117812601,180970345,181515866,119413512,108621114,18573187,35004421,1.367911161,-0.120663193,2.38715871,-3.634406678,12408926,12956892,-547966,11107617,10529064,16197914,16228501,10749702,9778632,1659224,3178260,46199167,86240993,2029308.5,82100,189655,1254354775,1256384084,28300,0.058527318,9.46861E-05,2508617532,2002986332,26842207592,68.96304882,12.77021125,2.151182129,1.786894507,0.046728972
2015-08-26,600660.SH,0.47,398533360,11.1299,1.787696273,0.085981308,23361,53.22923218,16952845,18854467,2.618961434,135827422,125389987,10437435,117431779,115044313,133786356,146611257,91594433,97266844,44232989,28123143,0.599063024,-3.218024458,-1.423321501,4.042282935,12208887,11298413,910474,10547594,10317891,12007434,13147611,8238484,8758261,3970403,2540152,22883864,61259477,2313921.35,33200,207155,1215979162,1218293083,50700,0.054349427,0.000103423,2508617532,2002986332,28021257832,71.99226685,13.33114576,2.245673307,1.865384265,0.044762757
2015-08-27,600660.SH,0.5,280482800,11.3955,1.228836044,0.052820054,16924,53.22923218,14011703,10601715,11.78382097,104004625,70953034,33051591,81759978,89672225,93740066,118879409,80517085,54940277,23487540,16012757,-2.820938396,-8.962882216,9.118850782,2.664970187,9108980,6231566,2877414,7185263,7860171,8233374,10435880,7068052,4829124,2040928,1402442,25053005,55112354,2480516.85,16900,212555,1185968680,1188449197,25600,0.050736953,0.000106119,2508617532,2002986332,29275566598,75.21483922,13.9278846,2.346195836,1.948884009,0.042844901
2015-08-28,600660.SH,0.35,386458096,11.8831,1.62366395,0.048843188,20299,53.22923218,17156242,15365525,0.105269369,134048768,133641946,406822,112722007,111428337,130695715,132396207,106948487,80901333,27100281,52740613,0.334750394,-0.440019763,6.739968517,-6.634699147,11270425,11228728,41697,9496814,9389115,11005228,11154624,8983133,6803610,2287292,4425118,39590192,43571759,2941955.1,8000,244755,1182157084,1185099039,40200,0.049101271,0.000122195,2508617532,2002986332,30153582735,77.47063988,14.34560179,2.416561607,2.007333829,0.041597338
2015-08-31,600660.SH,0.13,343151152,11.8275,1.448482875,0.05906822,15886,53.22923218,16176704,12836210,2.455789512,138710575,130283505,8427070,82630414,90189936,120784909,121652457,50293176,99840747,88417399,30442758,-2.202971477,-0.252818035,-14.43899305,16.89478257,11635008,10988599,646409,7037625,7641165,10253981,10296850,4272526,8441019,7362482,2547580,28124400,39871832,2661518.25,39200,219055,1170409652,1173071170,13500,0.048093195,0.000109364,2508617532,2002986332,30479703014,78.3085087,14.50075389,2.442697465,2.029043762,0.041152263
2015-09-01,600660.SH,0.1,456841536,12.0552,1.891959341,0.06090535,16644,53.22923218,25365568,12530119,21.12922959,298898493,202371396,96527097,61926858,124941221,95547327,129060062,53033298,105240623,245865195,97130773,-13.79348374,-7.335746065,-11.42788492,32.55711451,24642167,16718432,7923735,5191279,10398952,8022941,10739003,4401548,8706590,20240619,8011842,18459406,65362917,2752023.75,3200,224655,1123506141,1126258165,8800,0.045789023,0.00011216,2508617532,2002986332,30730564767,78.95302318,14.62010166,2.462801971,2.045743711,0.040816327
2015-09-02,600660.SH,0.31,532053664,12.3561,2.149788359,0.085714286,20876,53.22923218,30048956,13011011,32.20129897,402958423,231630232,171328191,65366182,163124783,62710816,136280409,76766055,126150807,326192368,105479425,-18.37382347,-13.82747606,-9.281911834,41.4832108,32366844,18583007,13783837,5407501,13330088,5199622,11060872,6327220,10189782,26039624,8393225,13768160,66394180,2766402.8,8000,220255,1070880121,1073646524,3600,0.042567018,0.000109963,2508617532,2002986332,31508236202,80.95101805,14.99007974,2.525125939,2.097513552,0.039808917
2015-09-07,600660.SH,-0.54,323637088,12.3819,1.304947647,0.081210191,18304,53.22923218,15555786,10582137,-7.890832648,96763758,122301419,-25537661,106934729,79530990,117527458,119393536,77119415,102972294,19644343,19329125,8.467428492,-0.576595844,-7.98823125,0.097398602,7808423,9925300,-2116877,8649337,6396470,9486963,9622953,6240605,8368829,1567818,1556471,45951329,24272626,2784493.1,3600,231655,1092558824,1095343317,15000,0.045379779,0.000115655,2508617532,2002986332,30153582735,77.47063988,14.34560179,2.416561607,2.007333829,0.041597338
2015-09-08,600660.SH,0.29,190804330,12.184,0.781844077,0.045757072,10831,53.22923218,6740771,8919459,13.92591091,65487611,38916370,26571241,50101631,62126407,73857296,88403761,45171754,32678806,20315857,6237564,-6.302150481,-7.623760425,6.547518078,7.378392828,5365406,3190561,2174845,4123652,5102985,6057072,7252584,3712497,2683373,1652909,507188,15377101,35920065,2665792.05,16100,216555,1072015860,1074681652,1000,0.043477561,0.000108116,2508617532,2002986332,30881081819,79.33973186,14.69171032,2.474864674,2.05576368,0.040617384
2015-09-09,600660.SH,0.17,212920567,12.452,0.853688352,0.025182778,11372,53.22923218,8597859,8501402,3.315718204,69015160,61955314,7059846,63499137,62940089,79709992,87328885,55384065,54336324,13631095,7618990,0.262561766,-3.5782795,0.492080692,2.823637512,5534587,4978587,556000,5104576,5054281,6403398,7009693,4445285,4368589,1089302,609998,22446167,30685412,2711342.4,2400,217255,1063776615,1066487957,3100,0.042555713,0.000108466,2508617532,2002986332,31307546799,80.43540647,14.89460153,2.509042334,2.084153593,0.040064103
2015-09-10,600660.SH,-0.16,123312112,12.3422,0.498811042,0.021634615,6960,53.22923218,5816027,4175090,-2.936490943,43525844,47146893,-3621049,42828695,36457922,36036301,38786025,29119880,33744188,14405964,13402705,5.166380574,-2.229889632,-3.750084177,0.813593234,3521207,3819426,-298219,3472600,2954138,2922410,3142653,2358316,2734447,1162891,1084979,11214747,15270212,2704917.6,100,219555,1059721150,1062426068,2400,0.042944041,0.000109614,2508617532,2002986332,30906167994,79.40418331,14.7036451,2.476875125,2.057433675,0.040584416
2015-09-11,600660.SH,-0.14,73124926,12.2516,0.29798451,0.021103896,5285,53.22923218,3150291,2818298,-12.26284865,10619950,19587149,-8967199,33205962,26093460,29133503,27278805,10004518,17887534,615432,1699615,9.726508304,2.536341712,-10.78020373,-1.482644919,866864,1601526,-734662,2709720,2128407,2378505,2225156,816464,1461686,50400,139840,10645988,9166990,2637639.9,3000,216555,1061200148,1063837788,,0.043498274,0.000108116,2508617532,2002986332,30554961540,78.50186304,14.53655822,2.448728816,2.034053747,0.041050903
2015-09-14,600660.SH,0.02,242954260,11.9664,1.013640117,0.054187192,9794,53.22923218,10950301,9352772,3.530187122,115348595,106771855,8576740,45371134,56342413,82080935,79686396,76392530,83914883,38956065,22856972,-4.515779637,0.985592514,-3.096201318,6.62638844,9609684,8924907,684777,3796892,4705343,6883897,6660223,6382862,7021105,3226822,1903802,21893036,30951455,2354051,23600,192955,1052141729,1054495780,,0.043056273,9.63337E-05,2508617532,2002986332,30605133890,78.63076594,14.56042778,2.452749718,2.037393736,0.040983607
2015-09-15,600660.SH,-0.36,121602385,11.8901,0.510598592,0.03442623,6905,53.22923218,5160816,5066404,-1.795525639,41368022,43551424,-2183402,34153076,33509657,44781383,43241401,39862597,39239776,1505425,4311648,0.529117089,1.266407727,0.512178277,-2.307703916,3480551,3668992,-188441,2872610,2817371,3766159,3632957,3353963,3303866,126588,365126,12223155,18808319,2052108.8,19635,173320,1045556565,1047608674,,0.044087741,8.65308E-05,2508617532,2002986332,29702031579,76.31051383,14.13077581,2.380373496,1.977273921,0.04222973
2015-09-16,600660.SH,0.59,201924342,12.1757,0.827977442,0.086148649,11953,53.22923218,8019570,8564705,-2.128325866,53828121,58125729,-4297608,66990986,63103016,80594609,80184971,46591244,49961827,7236877,8163902,1.925458794,0.202867072,-1.669230647,-0.459095219,4415018,4760304,-345286,5522165,5176075,6603892,6604696,3813405,4087713,601613,672591,23663293,23542995,2168040.6,0,174420,1045676863,1047844904,1100,0.041999912,8.708E-05,2508617532,2002986332,31182115923,80.11314923,14.83492764,2.498990081,2.075803618,0.040225261
2015-09-17,600660.SH,-0.38,212501608,12.2582,0.865478098,0.037007241,11656,53.22923218,10493347,6842061,9.209527487,72213334,52642940,19570394,63500939,69291732,76199121,89978722,64944071,50226755,7269263,2416185,-2.725058438,-6.484469049,6.925743357,2.28378413,5867642,4301088,1566554,5194420,5647533,6225446,7338887,5273988,4101988,593654,199100,24226281,20303994,2104171,800,174620,1049599150,1051703321,1000,0.043486899,8.71798E-05,2508617532,2002986332,30228841261,77.66399423,14.38140612,2.422592959,2.012343813,0.041493776
2015-09-18,600660.SH,0.04,93073636,12.1274,0.383160578,0.027385892,5779,53.22923218,3822144,3852510,-3.329777511,19011318,22110463,-3099145,32736182,31924498,40863600,38576138,18806062,18715512,205256,3394951,0.872087988,2.457690597,0.09728856,-3.427066071,1564217,1827960,-263743,2701602,2629149,3370735,3179445,1547332,1545729,16885,282231,7261090,14777915,2107528.8,1100,174320,1042082325,1044189854,800,0.043032616,8.703E-05,2508617532,2002986332,30329185962,77.92180002,14.42914523,2.430634761,2.019023793,0.041356493
2015-09-21,600660.SH,0.15,101196718,12.165,0.415313668,0.024813896,5354,53.22923218,3456920,4861756,3.82749567,40180320,36307020,3873300,26529934,28921307,34251907,35733834,34847734,25578598,5332586,10728422,-2.363093436,-1.464402235,9.159522347,-5.332026677,3297840,2981962,315878,2183153,2378368,2818153,2938816,2860035,2101840,437805,880122,10765935,22820227,2133676.8,0,174320,1030028033,1032161710,,0.042013575,8.703E-05,2508617532,2002986332,30705478592,78.88857173,14.60816688,2.46079152,2.044073716,0.040849673
2015-09-22,600660.SH,-0.04,103699261,12.2571,0.422386756,0.016339869,6944,53.22923218,4344620,4115729,-3.946746544,21139631,25232378,-4092747,39798405,36332103,42236923,41610478,15438840,20687479,5700791,4544899,3.3426487,0.604097844,-5.06140444,1.114657895,1723124,2060293,-337169,3246702,2962181,3447723,3395075,1258324,1689193,464800,371100,12895034,15570576,2104744,1800,172520,1027352491,1029457235,,0.042041835,8.61314E-05,2508617532,2002986332,30605133890,78.63076594,14.56042778,2.452749718,2.037393736,0.040983607
2015-09-23,600660.SH,-0.29,127179091,11.9848,0.529795178,0.020491803,6885,53.22923218,7819729,2791996,-5.206754466,39685150,46307053,-6621903,40484696,30687900,45890075,49064968,28871860,36434178,10813290,9872875,7.703149883,-2.496395418,-5.946195983,0.739441517,3311882,3869652,-557770,3378581,2559680,3828462,4089593,2408331,3045230,903551,824422,19447459,12321850,2104735.2,800,176720,1034391660,1036496395,5000,0.043360598,8.82283E-05,2508617532,2002986332,29877634806,76.76167396,14.21431925,2.394446651,1.988963885,0.041981528
2015-09-24,600660.SH,0.04,60861969,11.9726,0.253792645,0.016792611,3140,53.22923218,3190546,1892886,8.108994962,27707653,22772359,4935294,16200086,17064132,16771277,20842525,12665988,10079639,15041665,12692720,-1.419681312,-6.68931365,4.249532249,3.859462713,2311775,1902528,409247,1354413,1424964,1401844,1740540,1056758,842768,1255017,1059760,6911123,9568771,2111804,800,176720,1031734012,1033845816,800,0.043104425,8.82283E-05,2508617532,2002986332,29977979507,77.01947975,14.26205835,2.402488453,1.995643865,0.041841004
2015-09-25,600660.SH,-0.25,67277153,11.8214,0.284131994,0.030962343,4323,53.22923218,3620370,2070755,-9.816932949,13878694,20483247,-6604553,27326200,19276298,26026848,27472196,12003094,14513132,1875600,5970115,11.96528337,-2.148348935,-3.73089212,-6.086040829,1172765,1735304,-562539,2312577,1629123,2201983,2322898,1016465,1229192,156300,506112,11831633,9803646,1828944,21200,156320,1033761999,1035590943,800,0.044111997,7.80435E-05,2508617532,2002986332,29350825124,75.40819356,13.96368893,2.352227188,1.953893993,0.042735043
2015-09-28,600660.SH,0.08,52724713,11.744,0.224140122,0.017948718,2859,53.22923218,2182410,2307086,-9.196603877,17047280,21896163,-4848883,18425182,14031932,17186728,16731095,10116882,13613444,6930398,8282719,8.332430373,0.864173504,-6.631732637,-2.56487124,1450195,1864854,-414659,1570083,1194578,1463618,1424464,860794,1160554,589401,704300,14091444,13591347,2068803.6,500,175620,1034262096,1036330900,19800,0.043833619,8.76791E-05,2508617532,2002986332,29551514527,75.92380514,14.05916715,2.368310793,1.967253952,0.042444822
2015-09-29,600660.SH,-0.11,67775398,11.6789,0.289729136,0.013582343,3379,53.22923218,3374558,2428677,-2.451935435,23807200,25469009,-1661809,18102165,17524218,25225281,24141419,19710959,19398049,4096241,6070960,0.852738629,1.599196806,0.461686702,-2.913622138,2038663,2180991,-142328,1550460,1500542,2159112,2066702,1687763,1660691,350900,520300,11759978,12449056,1463651.4,50200,125420,1033573018,1035036669,,0.04421731,6.26165E-05,2508617532,2002986332,29275566598,75.21483922,13.9278846,2.346195836,1.948884009,0.042844901
2015-09-30,600660.SH,0.18,110656424,11.9164,0.463611851,0.017137961,6865,53.22923218,3909990,5376092,-11.15998019,29606249,41955484,-12349235,39132663,30989008,41631258,37425677,27467849,34685200,2138400,7270284,7.359405542,3.800575554,-6.522306378,-4.637673815,2485749,3521115,-1035366,3282255,2600196,3493778,3140471,2305749,2910055,180000,611060,7707350,45876429,1758777,12900,148420,995403939,997162716,35900,0.041937546,7.40994E-05,2508617532,2002986332,29727117754,76.37496528,14.14271059,2.382383947,1.898457134,0.042194093
2015-10-08,600660.SH,0.66,279739072,12.5668,1.111347474,0.024472574,12775,53.22923218,10317939,11942199,12.68546426,126846670,91360470,35486200,52329670,78687294,92279964,101408540,83357064,64222684,43489606,27137786,-9.422217573,-3.263246687,6.840081317,5.845382943,10083259,7265388,2817871,4171028,6267451,7353151,8074599,6635595,5112598,3447664,2152790,26291126,36366546,1909276.2,9700,152620,985328519,987237795.2,13900,0.03932292,7.61962E-05,2508617532,2002986332,31382805325,80.62876081,14.93040586,2.515073686,2.004193987,0.039968026
2015-10-09,600660.SH,0.03,117152977,12.5334,0.466666839,0.016786571,6574,53.22923218,4391726,4955547,-6.054757789,27972065,35065394,-7093329,35451623,33325865,52995693,48028123,22424957,29925967,5547108,5139427,1.814514709,4.240242226,-6.402748092,0.347990303,2232304,2799059,-566755,2828094,2658514,4228975,3831800,1789545,2388965,442759,410094,14232735,15045251,1992856.8,13700,158920,984516003,986508859.8,20000,0.039196497,7.93415E-05,2508617532,2002986332,31458063851,80.82211515,14.96621019,2.521105038,2.009000207,0.039872408
2015-10-12,600660.SH,0.39,279742224,12.8562,1.086346105,0.043859649,12372,53.22923218,9521878,12237486,4.907228449,125578799,111851209,13727590,61400135,70799727,92570023,96898020,85266416,68825508,40312383,43025701,-3.360090538,-1.547137553,5.877163542,-0.969935093,9756345,8695592,1060753,4777753,5506898,7209866,7541474,6636392,5361421,3119953,3334171,19204259,30643412,1953981.6,8200,151120,973076850,975030831.6,400,0.037572546,7.54473E-05,2508617532,2002986332,32436424689,83.33572161,15.43166649,2.599512611,2.071481075,0.03866976
2015-10-13,600660.SH,-0.01,207744468,12.8043,0.810021603,0.018561485,10911,53.22923218,8561723,7662899,13.90175068,86679676,57799558,28880118,56695054,81950545,63848370,67472997,64145762,42139926,22533914,15659632,-12.15699809,-1.744752597,10.59274223,3.30900845,6763097,4513227,2249870,4432011,6402313,4988814,5268382,5008920,3291597,1754177,1221630,21087686,25095937,1895622.4,18600,146720,969000267,970895889.4,14200,0.0374441,7.32506E-05,2508617532,2002986332,32411338513,83.27127016,15.41973171,2.59750216,2.069879002,0.03869969
2015-10-14,600660.SH,-0.21,140955842,12.8332,0.548367297,0.023219814,6485,53.22923218,6956500,4027222,1.918570356,59569575,56865238,2704337,35210240,35920544,45666675,47660707,50298617,40410444,9270958,16454794,-0.503919518,-1.414650129,7.015085618,-5.096515262,4642946,4433455,209491,2742728,2796005,3558348,3714562,3917146,3150365,725800,1283090,33865524,25088107,2026228.2,9600,159420,978289376,980315604.2,22300,0.038427648,7.95912E-05,2508617532,2002986332,31884528832,81.91778976,15.1691014,2.555282698,2.036235457,0.039339103
2015-10-15,600660.SH,0.2,144271986,12.8504,0.560514359,0.031471282,6810,53.22923218,5487832,5739194,6.781392751,69180989,59397339,9783650,35100740,36548077,39541696,47878008,58010851,43420170,11170138,15977169,-1.003200303,-5.778191755,10.11331542,-3.331922664,5380811,4622765,758046,2733124,2843811,3077491,3724850,4512894,3379724,867917,1243041,24905060,14356533,2123953.2,9200,164520,988837903,990961856.2,14300,0.038240264,8.21374E-05,2508617532,2002986332,32386252338,83.20681871,15.40779693,2.595491709,2.068276928,0.038729667
2015-10-16,600660.SH,0.3,275257568,13.1433,1.045575832,0.030983734,12877,53.22923218,9394119,11548622,-2.464720243,90258735,97043064,-6784329,74803615,69024007,109728290,108723571,71823111,84982697,18435624,12060367,2.099709026,0.365010491,-4.780826226,2.316105983,6869860,7387592,-517732,5693453,5248826,8343428,8270323,5464140,6464692,1405720,922900,11821107,25835200,1881368.2,31200,142420,974823810,976705178.2,9100,0.03684218,7.11038E-05,2508617532,2002986332,33138837598,85.14036214,15.76584024,2.655805227,2.116339134,0.037850114
2015-10-19,600660.SH,-0.21,170005508,13.0902,0.648392642,0.030280091,8326,53.22923218,6798009,6189207,-6.378742152,51164733,62008946,-10844213,48955499,48002910,69101754,59210131,46744963,55608731,4419770,6400215,0.560328316,5.818413248,-5.213812249,-1.164929903,3907948,4739858,-831910,3743304,3667194,5276964,4521164,3570748,4248859,337200,490999,16961487,22824560,2088008,4904,160616,968960737,971048745,23100,0.037212157,8.01883E-05,2508617532,2002986332,32612027916,83.78688174,15.51520992,2.613585765,2.08269559,0.038461538
2015-10-20,600660.SH,0.02,125062819,12.947,0.482261404,0.023076923,5758,53.22923218,4470998,5188632,-16.43324144,44774669,65326544,-20551875,38266701,24497547,41496136,34713415,37600534,42030039,7174135,23296505,11.00979021,5.423451234,-3.541824049,-12.89141739,3455728,5053311,-1597583,2957221,1888732,3206581,2677487,2901228,3249155,554500,1804156,19925562,12650876,2022214.32,15200,155316,976235423,978257637.3,9900,0.037433944,7.75422E-05,2508617532,2002986332,32662200267,83.91578463,15.53907948,2.617606666,2.085899737,0.038402458
2015-10-21,600660.SH,-0.4,208259155,12.8596,0.808533525,0.039170507,8251,53.22923218,7664174,8530642,-8.755688555,81017846,99252369,-18234523,48392802,42283302,78559906,66434882,55958430,58702151,25059416,40550218,2.933604527,5.822084508,-1.317455168,-7.438233388,6302715,7729431,-1426716,3763433,3281513,6106468,5161672,4344138,4567942,1958577,3161489,28786877,41849982,1912131.92,9900,151516,963227929,965140060.9,6100,0.038105856,7.5645E-05,2508617532,2002986332,31658753254,81.33772673,15.0616884,2.537188642,2.021816796,0.039619651
